Id,Title,Episodes,Year,Channel,Company,Technique,IMDb,Users
875,Lego Bionicle: The Journey to One,4.0,2016,Netflix,The Lego Group,CGI,5.4,45%
876,Lego City Adventures,65.0,2019-2022,Netflix,The Lego Group,CGI,6.8,64%
877,Lego Elves: Secrets of Elvendale,8.0,2017,Netflix,The Lego Group,Traditional,6.5,48%
878,Lego Friends: The Power of Friendship,4.0,2016,Netflix,The Lego Group,CGI,7.0,59%
879,Lego Jurassic World: Legend of Isla Nublar,13.0,2019,Nickelodeon,The Lego Group,CGI,6.8,64%
880,Lego Star Wars: Droid Tales,5.0,2015,Disney,Lucasfilm,CGI,7.4,53%
881,Lego Star Wars: The Freemaker Adventures,26.0,2016-2017,Disney,Lucasfilm,CGI,7.3,66%
882,Lego Star Wars: The Resistance Rises,5.0,2016,Disney,Lucasfilm,CGI,6.2,50%
883,Let's Go Luna!,64.0,2018-2022,PBS Kids,Joe Murray Productions,Flash,7.7,76%
884,The Liberator,4.0,2020,Netflix,A&E Studios,Traditional,7.6,77%
885,Liberty's Kids,40.0,2002-2003,PBS Kids,DIC Entertainment,Traditional,7.9,89%
886,The Life and Times of Juniper Lee,40.0,2005-2007,Cartoon Network,Cartoon Network Studios,Traditional,6.6,92%
887,The Life & Times of Tim,30.0,2008-2012,HBO,Insane Loon Productions,Flash,8.3,84%
888,Life with Louie,39.0,1995-1998,Fox,Hyperion Animation,Traditional,8.3,95%
889,"Like, Share, Die",16.0,2015,Fusion TV,Mondo Media,Traditional/Flash,5.7,80%
890,Lilo & Stitch: The Series,67.0,2003-2006,Disney,Walt Disney Television Animation,Traditional,6.8,88%
891,Lil' Bush,17.0,2007-2008,Comedy Central,Sugarshack Animation,Flash,5.1,81%
892,Linus the Lionhearted,39.0,1964-1969,CBSABC,Ed Graham Productions,Traditional,6.9,92%
893,The Lion Guard,74.0,2015-2019,Disney,Disney Television Animation,Flash,6.4,86%
894,Lippy the Lion and Hardy Har Har,52.0,1962-1963,Syndication,Hanna-Barbera,Traditional,6.4,88%
895,Liquid Television,27.0,1991-1995,MTV,Colossal Pictures,Traditional/CGI/Stop-Motion,8.0,96%
896,Little Big Awesome,13.0,2018,Amazon Prime Video,Amazon Studios,Traditional/Live-Action,7.0,69%
897,Little Bill,52.0,1999-2004,Nickelodeon,Nickelodeon Animation Studio,Flash,6.3,80%
898,The Little Clowns of Happytown,18.0,1987-1988,ABC,Marvel Productions,Traditional,5.1,58%
899,A Little Curious,43.0,1999-2000,HBO,Curious Pictures,Traditional/CGI/Stop-Motion/Live-Action,7.3,78%
900,Little Demon,10.0,2022,Fox,ShadowMachine,Flash,7.0,67%
901,Little Dracula,10.0,1991-1999,Fox,Bandai Entertainment,Traditional,6.2,91%
902,Little Einsteins,67.0,2005-2009,Disney,The Baby Einstein CompanyCurious Pictures,Flash,6.3,89%
903,Little Ellen,20.0,2021-2022,Cartoonito,Warner Bros. Animation,Traditional,1.9,42%
904,The Little Lulu Show,52.0,1995-1999,HBO,Golden Book Video,Traditional,7.2,92%
905,The Little Mermaid,31.0,1992-1994,CBS,Walt Disney Television Animation,Traditional,6.7,87%
906,Little Mouse on the Prairie,26.0,1996,Fox,Saban Entertainment,Traditional,6.9,89%
907,Little Muppet Monsters,13.0,1985,CBS,Henson Associates,Traditional/Live-Action,7.5,81%
908,Little People,52.0,2016-2018,Sprout,Mattel Television,Traditional,6.8,63%
909,The Little Rascals,22.0,1982-1983,ABC,Hanna-Barbera,Traditional,5.7,87%
910,Little Rosey,18.0,1990-1991,ABC,Nelvana,Traditional,5.7,76%
911,Little Shop,13.0,1991,Fox,Saban Entertainment,Traditional,4.1,62%
912,Little Wizards,13.0,1987-1988,ABC,Marvel Productions,Traditional,7.1,65%
913,The Littles,29.0,1983-1985,ABC,DIC Entertainment,Traditional,6.5,89%
914,Littlest Pet Shop (1995),40.0,1995,Syndication,Sunbow Entertainment,Traditional,6.5,91%
915,Littlest Pet Shop (2012),104.0,2012-2016,The Hub Network / Discovery Family,Hasbro Studios,Flash,6.3,86%
916,Littlest Pet Shop: A World of Our Own,52.0,2018-2019,Discovery Family,Allspark,Flash,7.0,70%
917,Liverspots and Astronots,21.0,2018,Facebook Watch,Cartuna,Flash,5.9,42%
918,Llama Llama,25.0,2018-2019,Netflix,Genius Brands,Flash,6.4,59%
919,Lloyd in Space,39.0,2001-2004,Disney,Walt Disney Television Animation,Traditional,6.6,94%
920,Loafy,8.0,2020,Comedy Central,Cartuna,Flash,6.9,90%
921,The Lone Ranger,26.0,1966-1969,CBS,Format Films,Traditional,7.2,93%
922,Long Ago and Far Away,35.0,1989-1992,PBS,WGBH,Stop-Motion/Live-Action,8.7,94%
923,Long Live the Royals,4.0,2015,Cartoon Network,Cartoon Network Studios,Traditional,6.8,68%
924,Loonatics Unleashed,26.0,2006-2008,Kids' WB,Warner Bros. Animation,Traditional,5.7,85%
925,Looney Tunes Cartoons,72.0,2020-2023,HBO,Warner Bros. Animation,Traditional,8.0,89%
926,The Looney Tunes Show,52.0,2011-2013,Cartoon Network,Warner Bros. Animation,Traditional/CGI,7.7,95%
927,Lost Ollie,4.0,2022,Netflix,Industrial Light & Magic,CGI/Live-Action,7.7,73%
928,Lost in Oz,26.0,2015-2018,Amazon Prime Video,Amazon Studios,CGI,7.5,66%
929,The Loud House,245.0,2016-present,Nickelodeon,Nickelodeon Animation Studio,Flash,7.0,92%
930,"Love, Death & Robots",36.0,2019-present,Netflix,Blur Studio,Stop-Motion/CGI/Flash,8.4,93%
931,Lucas Bros. Moving Co.,17.0,2013-2015,Fox,ADHD Studios,Flash,7.1,73%
932,Lucky Luke,21.0,1981-1982,Syndication,Hanna-Barbera,Traditional,7.2,95%
933,"Lucy, the Daughter of the Devil",11.0,2007,Adult Swim,Williams Street,CGI,7.6,71%
935,Luna Petunia,33.0,2016-2018,Netflix,Saban Brands,Flash/Live-Action,6.5,53%
936,Lu & the Bally Bunch,30.0,2023-present,Cartoonito,Brown Bag Films,Flash,8.7,64%
938,Lyla in the Loop,13.0,2024-present,PBS Kids,Pipeline Studios,Flash,8.3,89%
939,M.O.D.O.K.,10.0,2021,Hulu,Stoopid Buddy Stoodios,Stop-Motion,6.4,46%
940,Mad,103.0,2010-2013,Cartoon Network,Warner Bros. Animation,Traditional/Stop-Motion/CGI/Flash,7.2,85%
941,Mad Jack the Pirate,20.0,1998-1999,Fox,Saban Entertainment,Traditional,8.6,93%
942,Madagascar: A Little Wild,50.0,2020-2022,Hulu,DreamWorks Animation Television,CGI,6.1,59%
943,Magical Girl Friendship Squad,6.0,2020,Syfy,Cartuna,Flash,3.4,39%
944,Magical Girl Friendship Squad: Origins,6.0,2020,Syfy,Cartuna,Flash,2.0,31%
945,The Magilla Gorilla Show,31.0,1964-1967,Syndication,Hanna-Barbera,Traditional,6.2,86%
946,Major Lazer,11.0,2014-2015,Fox,ADHD Studios,Traditional,7.6,86%
947,Making Fiends,6.0,2008,Nicktoons,Nickelodeon Animation Studio,Flash,8.0,83%
948,Mao Mao: Heroes of Pure Heart,40.0,2019-2020,Cartoon Network,Cartoon Network Studios,Flash,7.5,90%
949,Marsupilami,13.0,1993,CBS,Walt Disney Television Animation,Traditional,6.1,95%
950,Marvel Superheroes: What the--?!,108.0,2009,YouTube,Marvel Entertainment,Stop-Motion,6.8,68%
951,The Marvel Super Heroes,65.0,1965-1966,Syndication,Marvel Comics,Traditional,7.4,84%
952,The Marvelous Misadventures of Flapjack,46.0,2008-2010,Cartoon Network,Cartoon Network Studios,Traditional,7.8,93%
953,Mary Shelley's Frankenhole,20.0,2010-2012,Adult Swim,Williams Street,Stop-Motion,7.1,66%
954,Mary-Kate and Ashley in Action!,26.0,2001-2002,ABC,DIC Entertainment,Traditional,3.9,88%
955,Maryoku Yummy,26.0,2010,The Hub,American Greetings,Flash,8.2,85%
956,The Mask: Animated Series,54.0,1995-1997,CBS,Film Roman,Traditional,6.9,92%
957,Masters of the Universe: Revelation,10.0,2021,Netflix,Powerhouse Animation Studios,Traditional,5.6,48%
958,Matty's Funday Funnies,26.0,1959-1961,ABC,Harvey Films,Traditional,7.4,68%
959,Maxie's World,32.0,1987,Syndication,DIC Entertainment,Traditional,6.7,90%
960,The Maxx,13.0,1995,MTV,MTV Animation,Traditional,8.3,85%
961,Maya & Miguel,65.0,2004-2007,PBS Kids Go!,Scholastic Productions,Traditional,5.9,86%
962,McGee and Me!,12.0,1989-1995,Syndication,Tyndale Productions,Traditional/Live-Action,7.0,92%
963,Me & Mickey,67.0,2023-present,Disney,Disney Television Animation,CGI,5.5,68%
964,Meatballs & Spaghetti,25.0,1982-1983,CBS,Marvel Productions,Traditional,6.9,95%
965,Mech Cadets,10.0,2023-present,Netflix,Polygon Pictures,CGI,6.7,60%
966,Megas XLR,26.0,2004-2005,Cartoon Network,Cartoon Network Studios,Traditional,8.2,95%
967,Megamind Rules!,8.0,2024,Peacock,DreamWorks Animation Television,CGI,2.2,26%
968,Mel-O-Toons,104.0,1959-1960,Syndication,United Artists Television,Traditional,8.3,91%
969,Men in Black: The Series,53.0,1997-2001,Kids' WB,Adelaide Productions,Traditional,6.8,91%
970,The Merrie Melodies Show,24.0,1972,Syndication,Warner Bros. Television,Traditional,8.3,89%
971,Merrie Melodies Starring Bugs Bunny & Friends,65.0,1990-1994,Fox,Warner Bros. Animation,Traditional,8.3,93%
972,Metalocalypse,61.0,2006-2013,Adult Swim,Williams Street,Flash,8.3,94%
974,Mickey Mouse,96.0,2013-2019,Disney,Disney Television Animation,Flash,8.1,84%
975,Mickey Mouse Clubhouse,125.0,2006-2016,Disney,Disney Television Animation,CGI,5.8,79%
976,Mickey Mouse Funhouse,52.0,2021-present,Disney,Disney Television Animation,CGI,5.5,68%
977,Mickey Mouse Mixed-Up Adventures,174.0,2017-2021,Disney,Disney Television Animation,CGI,6.0,79%
978,Mickey Mouse Works,96.0,1999-2000,ABC,Walt Disney Television Animation,Traditional,7.1,95%
979,Mickey's Mouse Tracks,77.0,1992-1995,Disney,Walt Disney Productions,Traditional,8.1,90%
980,Middle School Moguls,4.0,2019,Nickelodeon,Nickelodeon Animation Studio,CGI,8.1,64%
981,Middlemost Post,33.0,2021-2022,Nickelodeon,Nickelodeon Animation Studio,Traditional,6.3,71%
982,The Midnight Gospel,8.0,2020,Netflix,Netflix Animation,Flash,8.2,93%
983,Mighty Ducks: The Animated Series,26.0,1996-1997,ABC,Walt Disney Television Animation,Traditional,6.4,86%
984,The Mighty Heroes,21.0,1966-1967,CBS,Terrytoons,Traditional,7.2,91%
985,Mighty Magiswords,92.0,2016-2019,Cartoon Network,Cartoon Network Studios,Flash,4.6,78%
986,Mighty Man and Yukk,32.0,1980-1981,ABC,Ruby-Spears Enterprises,Traditional,5.4,87%
988,Mighty Mouse: The New Adventures,19.0,1987-1988,CBS,Bakshi Animation,Traditional,7.0,92%
989,The Mighty Ones,40.0,2020-2022,Hulu,DreamWorks Animation Television,Flash,6.7,53%
990,Mike Judge Presents: Tales from the Tour Bus,16.0,2017-2018,Cinemax,Judgemental FilmsZipper Bros Films,Traditional/Live-Action,8.6,87%
991,Mike Tyson Mysteries,70.0,2014-2020,Adult Swim,Warner Bros. AnimationWilliams Street,Traditional,8.2,89%
992,Miles from Tomorrowland,75.0,2015-2018,Disney,Wild Canary Animation,CGI,6.5,85%
993,Milo Murphy's Law,40.0,2016-2019,Disney,Disney Television Animation,Traditional,7.6,84%
994,Milton the Monster,26.0,1965-1968,ABC,Hal Seeger Productions,Traditional,7.1,88%
995,Mina and the Count,6.0,1995-1999,Nickelodeon,Frederator Studios,Traditional,8.0,98%
996,Minnie's Bow-Toons,89.0,"2011-2016, 2021-present",Disney,Disney Television Animation,CGI,5.6,79%
997,Minoriteam,19.0,2006,Adult Swim,Williams Street,Flash,4.4,79%
998,"Mira, Royal Detective",54.0,2020-2022,Disney,Wild Canary Animation,CGI,7.4,76%
999,The Misfortune of Being Ned,20.0,2013-2014,YouTube,YouTube Studio,Flash,8.7,90%
1000,Mission Hill,13.0,1999-2001,The WBAdult Swim,Castle Rock Entertainment,Traditional,7.8,97%
1001,Mister Magoo,130.0,1960-1962,Syndication,United Productions of America,Traditional,6.4,88%
1002,Mister T,30.0,1983-1985,NBC,Ruby-Spears Enterprises,Traditional,5.8,82%
1003,Misterjaw,34.0,1976-1977,NBC,DePatie-Freleng Enterprises,Traditional,7.1,98%
1004,Mixels,26.0,2014-2016,Cartoon Network,The Lego GroupCartoon Network Studios,Traditional/Flash,3.7,87%
1005,Moby Dick and Mighty Mightor,18.0,1967-1968,CBS,Hanna-Barbera,Traditional,6.4,83%
1006,Momma Named Me Sheriff,19.0,2019-2021,Adult Swim,Williams Street,Flash,6.1,57%
1007,Monchhichis,13.0,1983,ABC,Hanna-Barbera,Traditional,6.5,76%
1009,Mongo Wrestling Alliance,10.0,2011,Adult Swim,Mirari FilmsWilliams Street,Flash,3.8,67%
1010,Monsters at Work,10.0,2021-present,Disney,Disney Television Animation,CGI,7.0,72%
1011,Monsters vs. Aliens,26.0,2013-2014,Nickelodeon,DreamWorks AnimationNickelodeon Animation Studio,CGI,6.4,71%
1012,Monster Farm,13.0,1998-1999,Fox,Saban Entertainment,Traditional,6.2,65%
1013,Monster High,14.0,2022-present,Nickelodeon,Nickelodeon Animation Studio,CGI,5.1,47%
1014,Monster High (web series),175.0,2010-2018,YouTube,Mattel Television,Flash,7.6,82%
1015,MoonDreamers,16.0,1986-1987,Syndication,Sunbow Productions,Traditional,7.8,94%
1016,Moon Girl and Devil Dinosaur,16.0,2023-present,Disney,Marvel Animation,Traditional,7.7,66%
1017,Moral Orel,40.0,2005-2008,Adult Swim,ShadowMachineWilliams Street,Stop-Motion,8.1,92%
1018,Mork & Mindy/Laverne & Shirley/Fonz Hour,27.0,1982-1983,ABC,Hanna-Barbera,Traditional,6.2,84%
1019,Mortal Kombat: Defenders of the Realm,13.0,1996,USA Network,Film Roman,Traditional,5.8,92%
1020,The Most Popular Girls in School,82.0,2012-2017,YouTube,Extra Credit Studios,Stop-Motion,8.8,95%
1021,Mother Goose and Grimm,26.0,1991-1992,CBS,Film Roman,Traditional,8.2,92%
1022,Motorcity,20.0,2012-2013,Disney,Disney Television Animation,Flash,7.2,86%
1023,The Mouse and the Monster,13.0,1996-1997,UPN,Saban Entertainment,Traditional,6.5,49%
1024,The Mouse Factory,43.0,1972-1973,Syndication,Walt Disney Productions,Traditional,8.4,97%
1025,The Moxy Show,24.0,1993-1995,Cartoon Network,Hanna-Barbera,CGI,7.0,82%
1026,Mr. Bogus,43.0,1991-1993,Syndication,Zodiac Entertainment,Traditional,7.4,85%
1027,The Mr. Peabody & Sherman Show,52.0,2015-2017,Netflix,DreamWorks Animation Television,Flash,8.2,63%
1028,Mr. Pickles,32.0,2014-2019,Adult Swim,Williams Street,Flash,7.3,87%
1029,¡Mucha Lucha!,52.0,2002-2005,Kids' WB,Warner Bros. Animation,Flash,5.8,89%
1030,Mulligan,10.0,2023-present,Netflix,Bento Box Entertainment,Flash,4.9,54%
1031,The Mumbly Cartoon Show,16.0,1976-1977,ABC,Hanna-Barbera,Traditional,6.9,86%
1032,The Mummy,26.0,2001-2003,Kids' WB,Universal Cartoon Studios,Traditional,6.2,79%
1033,Muppet Babies (1984),107.0,1984-1991,CBS,Henson Associates,Traditional,7.5,88%
1034,Muppet Babies (2018),71.0,2018-2022,Disney,The Muppets Studio,CGI,6.6,78%
1035,Mutant League,40.0,1994-1996,Syndication,Claster Television,Traditional,7.5,96%
1036,My Adventures with Superman,6.0,2023-present,Adult Swim,DC Studios,Traditional,7.7,83%
1037,My Dad the Bounty Hunter,10.0,2023-present,Netflix,Netflix Animation,CGI,7.2,73%
1038,My Friends Tigger & Pooh,63.0,2007-2010,Disney,Walt Disney Television Animation,CGI,5.4,80%
1039,My Gym Partner's a Monkey,100.0,2005-2008,Cartoon Network,Cartoon Network Studios,Traditional,5.8,85%
1040,My Little Pony,65.0,1986-1987,Syndication,Sunbow Productions,Traditional,7.7,88%
1041,My Little Pony Tales,26.0,1992,Disney,Sunbow Productions,Traditional,6.4,76%
1042,M.A.S.K.,75.0,1985-1986,Syndication,DIC Entertainment,Traditional,7.3,89%
1043,Mack & Moxy,12.0,2016,PBS Kids,Georgia Public Broadcasting,CGI,7.7,75%
1044,Madeline,59.0,1993-2001,Fox,DIC Entertainment,Traditional,6.7,96%
1045,The Magic School Bus,52.0,1994-1997,PTV,Scholastic Productions,Traditional,7.8,90%
1046,The Magic School Bus Rides Again,30.0,2017-2021,Netflix,Scholastic Productions,Flash,6.4,55%
1047,Make Way for Noddy,100.0,2002-2006,PBS Kids,SD Entertainment,CGI,5.7,92%
1048,Mama Mirabelle's Home Movies,26.0,2007-2008,PBS Kids,National Geographic Society,Flash,7.1,83%
1049,The Many Adventures of Mr. Millman,20.0,2006,PBS Kids Sprout,OddBot Inc.,Flash/Live action,6.2,74%
1050,Martha Speaks,96.0,2008-2014,PBS Kids,WGBH,Flash,6.6,92%
1051,Marvel Super Hero Adventures,40.0,2017-2020,Disney,Marvel Animation,Flash,5.7,51%
1052,Max Steel (2000),35.0,2000-2002,Kids' WB,Mattel Television,Traditional,6.1,91%
1053,Max Steel (2013),52.0,2013-2014,Disney,Mattel Television,CGI,6.6,85%
1054,Maya and the Three,9.0,2021,Netflix,Netflix Animation,CGI,8.1,76%
1055,Mecha Builders,26.0,2022-present,Cartoonito,Sesame Workshop,CGI,7.8,66%
1056,Mega Babies,26.0,1999-2000,Fox,Sony Wonder Television,Traditional,2.6,33%
1057,Mega Man,27.0,1994-1996,Syndication,Ruby-Spears Enterprises,Traditional,6.6,91%
1058,Mega Man: Fully Charged,52.0,2018-2019,Cartoon Network,Dentsu Entertainment USA,CGI,4.1,58%
1059,Midnight Patrol: Adventures in the Dream Zone,13.0,1990,Syndication,Hanna-Barbera,Traditional,8.0,94%
1060,The Mighty B!,40.0,2008-2011,Nickelodeon,Paper Kite ProductionsNickelodeon Animation Studio,Traditional,5.3,80%
1061,The Mighty Hercules,128.0,1963-1966,Syndication,Adventure Cartoon Productions,Traditional,6.6,90%
1062,Mighty Orbots,13.0,1984,ABC,MGM Television,Traditional,7.5,95%
1063,"Mike, Lu & Og",26.0,1999-2000,Cartoon Network,Kinofilm,Traditional,6.2,86%
1064,Molly of Denali,64.0,2019-present,PBS Kids,WGBH,Traditional,8.8,78%
1065,Monster Force,13.0,1994,Syndication,Universal Cartoon Studios,Traditional,7.3,88%
1066,Monsuno,65.0,2012-2014,Nicktoons,Topps Animation,Traditional,4.9,92%
1067,Moonbeam City,10.0,2015,Comedy Central,"Titmouse, Inc.",Flash,6.9,85%
1068,Mother Up!,13.0,2013-2014,Hulu,Broadway Video,Flash,5.4,60%
1069,Motown Magic,51.0,2018-2019,Netflix,PolyGram Entertainment,CGI,8.1,82%
1070,The Mr. Men Show (1997),39.0,1997-1999,Syndication,Breakthrough Entertainment,Traditional/Live-Action,7.6,79%
1071,The Mr. Men Show (2008),52.0,2008-2009,Cartoon Network,Renegade Animation,Flash,7.1,93%
1072,Mummies Alive!,42.0,1997,Syndication,DIC Entertainment,Traditional,7.0,86%
1073,My Life as a Teenage Robot,40.0,2003-2009,Nickelodeon,Frederator StudiosNickelodeon Animation Studio,Traditional,7.0,94%
1074,My Little Pony: Equestria Girls,70.0,2017-2020,YouTube,Hasbro Studios,Flash,5.2,89%
1075,My Little Pony: Equestria Girls - Summertime Shorts,16.0,2017,Discovery Family,Hasbro Studios,Flash,7.9,95%
1076,My Little Pony: Friendship Is Magic,222.0,2010-2019,The Hub Network / Discovery Family,Hasbro Studios,Flash,7.7,88%
1077,My Little Pony: Make Your Mark,17.0,2022-present,Netflix,Hasbro Studios,CGI,5.8,57%
1078,My Little Pony: Pony Life,40.0,2020-2021,Discovery Family,Hasbro Studios,Flash,5.1,82%
1079,My Pet Monster,13.0,1987,ABC,Nelvana,Traditional,6.8,79%
1080,Mysticons,40.0,2017-2018,NickelodeonNicktoons,Topps Animation,Flash,5.3,84%
1081,Nacho Bear,7.0,2008,Cartoon Network,Cartoon Network Studios,Flash,7.4,72%
1082,Napoleon Dynamite,6.0,2012,Fox,Scully Productions,Traditional,7.0,85%
1083,NASCAR Racers,26.0,1999-2001,Fox,Saban Entertainment,Traditional,6.2,94%
1084,Nature Cat,93.0,2015-2024,PBS Kids,Spiffy PicturesWTTW,Flash,7.3,77%
1085,Neighbors from Hell,10.0,2010,TBS,DreamWorks Animation Television,Flash,5.8,76%
1086,Nella the Princess Knight,68.0,2017-2021,Nickelodeon,Nickelodeon Animation Studio,Flash,5.0,77%
1087,Neo Yokio,20.0,2017-2019,Netflix,Friends Night,Traditional,6.0,71%
1088,The New 3 Stooges,156.0,1965-1966,Syndication,Cambria Productions,Traditional,7.0,87%
1089,The New Adventures of Batman,16.0,1977,CBS,FilmationDC Comics,Traditional,8.4,96%
1090,The New Adventures of Beany and Cecil,13.0,1988,ABC,DIC Entertainment,Traditional,6.6,72%
1091,The New Adventures of Flash Gordon,32.0,1979-1982,NBC,Filmation,Traditional,6.9,78%
1092,The New Adventures of Gilligan,24.0,1974-1975,ABC,Filmation,Traditional,6.5,81%
1093,The New Adventures of He-Man,65.0,1990,Syndication,Mattel Television,Traditional,5.3,73%
1094,The New Adventures of Huckleberry Finn,20.0,1968-1969,NBC,Hanna-Barbera,Traditional/Live-action,7.3,95%
1095,The New Adventures of Jonny Quest,13.0,1986-1987,Syndication,Hanna-Barbera,Traditional,7.2,94%
1096,The New Adventures of the Lone Ranger,28.0,1980-1982,CBS,Filmation,Traditional,7.3,90%
1097,The New Adventures of Mighty Mouse and Heckle & Jeckle,96.0,1979-1980,CBS,Filmation,Traditional,6.6,89%
1098,The New Adventures of Pinocchio,130.0,1961,Syndication,Videocraft Productions,Stop-Motion,5.0,69%
1099,The New Adventures of Speed Racer,13.0,1993,Syndication,Fred Wolf Films,Traditional,6.2,86%
1100,The New Adventures of Superman,68.0,1966-1970,CBS,FilmationDC Comics,Traditional,7.1,75%
1101,The New Adventures of Winnie the Pooh,50.0,1988-1991,Disney,Walt Disney Television Animation,Traditional,7.5,87%
1102,The New Adventures of Zorro (1981),13.0,1981,CBS,Filmation,Traditional,7.0,85%
1103,The New Adventures of Zorro (1997),26.0,1997-1998,Syndication,Fred Wolf Films,Traditional,6.5,92%
1104,The New Archie and Sabrina Hour,13.0,1977,NBC,Filmation,Traditional,7.3,92%
1105,The New Archies,13.0,1987,NBC,DIC Entertainment,Traditional,6.1,71%
1106,The New Batman Adventures,24.0,1997-1998,Kids' WB,Warner Bros. Animation,Traditional,8.4,96%
1108,The New Casper Cartoon Show,26.0,1963-1964,ABC,Paramount Cartoon Studios,Traditional,6.7,94%
1109,The New Fantastic Four,13.0,1978,NBC,DePatie-Freleng Enterprises,Traditional,5.9,70%
1110,The New Fred and Barney Show,17.0,1979,NBC,Hanna-Barbera,Traditional,7.1,83%
1111,New Kids on the Block,15.0,1990,ABC,DIC Entertainment,Traditional,4.4,91%
1112,New Looney Tunes,156.0,2015-2020,Cartoon NetworkBoomerang,Warner Bros. Animation,Traditional,5.8,79%
1113,The New Scooby-Doo Movies,24.0,1972-1973,CBS,Hanna-Barbera,Traditional,7.6,82%
1114,The New Scooby Doo Mysteries,26.0,1983-1984,ABC,Hanna-Barbera,Traditional,7.2,87%
1115,The New Shmoo,16.0,1979-1980,NBC,Hanna-Barbera,Traditional,6.9,87%
1116,The New Woody Woodpecker Show,157.0,1999-2003,Fox,Universal Cartoon Studios,Traditional,6.5,83%
1117,The New Yogi Bear Show,45.0,1988,Syndication,Hanna-Barbera,Traditional,6.5,87%
1118,NFL Rush Zone,60.0,2010-2014,Nicktoons,NFL Films,Traditional,6.3,37%
1119,"Ni Hao, Kai-Lan",42.0,2008-2011,Nickelodeon,Nickelodeon Animation Studio,Traditional,5.3,90%
1120,Nicktoons Film Festival,114.0,2004-2009,Nicktoons Network,Frederator Studios,Traditional/Flash/CGI/Stop-Motion,8.9,97%
1121,Nightmare Ned,25.0,1997,ABC,Walt Disney Television Animation,Traditional,7.1,32%
1122,Niko and the Sword of Light,40.0,2017-2019,Amazon Prime Video,Amazon Studios,Flash,7.6,47%
1123,Nina Needs to Go!,20.0,2014-2015,Disney,Disney Television Animation,Flash,3.7,71%
1124,Nina's Little Fables,24.0,2010-2013,PBS Kids Sprout,Spacetoonz,Flash,7.8,93%
1125,Nina's World,52.0,2015-2018,Sprout / Universal Kids,Sprout Originals,Flash,6.5,61%
1126,Noddy,65.0,1998-1999,PBS Kids,BBC Worldwide,Stop-Motion,5.6,90%
1127,"Noddy, Toyland Detective",104.0,2016-2020,Sprout / Universal Kids,DreamWorks Animation Television,CGI,5.9,66%
1128,Nomad of Nowhere,12.0,2018,Rooster Teeth,Otter Media,Traditional,7.4,42%
1129,Norman Picklestripes,23.0,2019-2021,Universal Kids,Factory,Stop-Motion,7.4,49%
1131,Not Quite Narwhal,27.0,2023-present,Netflix,DreamWorks Animation Television,CGI,7.2,44%
1132,The Nutshack,16.0,2007-2009,Myx,ABS-CBN International,Flash,2.2,35%
1133,The Nutty Squirrels Present,145.0,1960,Syndication,Transfilm-Wylde Animation,Traditional,5.8,42%
1134,O'Grady,19.0,2004-2006,The N,Soup2Nuts,Flash,8.4,75%
1135,The Oblongs,13.0,2001-2002,The WB,Mohawk Productions,Traditional,7.1,91%
1136,Oddballs,20.0,2022-2023,Netflix,Netflix Animation,Traditional,6.3,76%
1137,The Oddball Couple,16.0,1975,ABC,DePatie-Freleng Enterprises,Traditional,7.0,87%
1138,Off to See the Wizard,26.0,1967-1968,ABC,MGM Animation/Visual Arts,Traditional,7.0,78%
1139,Off the Air,46.0,2011-present,Adult Swim,Williams Street,CGI/Flash,8.5,79%
1140,Office Ladies: The Animated Series,10.0,2021,Comedy Central,Cartuna,Flash,9.1,96%
1141,The Off-Beats,14.0,1996-1998,Nickelodeon,Nickelodeon Animation Studio,Traditional,7.6,94%
1142,Oh Yeah! Cartoons,102.0,1998-2001,Nickelodeon,Frederator Studios,Traditional,7.4,72%
1144,Olivia,40.0,2009-2015,Nick Jr.,Brown Bag Films,CGI,5.8,84%
1145,OK K.O.! Let's Be Heroes,112.0,2017-2019,Cartoon Network,Cartoon Network Studios,Traditional,6.8,88%
1146,Olaf Presents,5.0,2021,Disney,Walt Disney Animation Studios,CGI,7.3,74%
1147,The Ollie & Moon Show,52.0,2017-present,Universal Kids,Cottonwood Media,Flash,8.6,75%
1148,Ollie & Scoops,10.0,2019-present,YouTube,"Nico Animation, LLC",Flash,7.1,95%
1149,Oni: Thunder God's Tale,9.0,2022,Netflix,Netflix Animation,CGI,8.1,49%
1150,Open Season: Call of Nature,52.0,2023-present,Disney,Sony Pictures Animation,Flash,9.0,96%
1151,The Osmonds,17.0,1972,ABC,Rankin/Bass Productions,Traditional,6.1,92%
1152,Oswald,52.0,2001-2003,Nickelodeon,Nickelodeon Animation Studio,Traditional,7.6,94%
1153,Our Cartoon President,46.0,2018-2020,Showtime,CBS Eye Animation Productions,Flash,5.5,72%
1154,Out of Jimmy's Head,20.0,2007-2008,Cartoon Network,Cartoon Network Studios,Flash/Live-action,2.3,54%
1155,Out There,10.0,2013,IFC,Quincy Productions,Flash,6.5,78%
1156,Outer Space Astronauts,5.0,2009,Syfy,Russell Barrett Productions,CGI/Live-action,4.7,94%
1157,Over the Garden Wall,10.0,2014,Cartoon Network,Cartoon Network Studios,Traditional,8.8,96%
1158,The Owl House,43.0,2020-2023,Disney,Disney Television Animation,Traditional,8.5,92%
1159,Ozzy & Drix,26.0,2002-2004,Kids' WB,Warner Bros. Animation,Traditional,6.9,93%
1160,The Oz Kids,9.0,1996-1997,Direct-to-video,Hyperion Animation,Traditional,7.8,86%
